ID,Longitude,Latitude,Elevation_m,SoilDepth_m,Drainage,Permeability,pH,OrganicCarbon_pct,Management_Zone,Recommended_Rotation
24110,150.012597963038,-30.8028750139003,300.0,1.2,4.0,3.0,7.1,2.35,1,Durum Wheat - Lentil - Barley
82206,150.814649935165,-31.1614858929862,480.0,0.5,2.0,2.0,5.0,0.71,0,Oats - Lupin - Pasture
31181,150.433672173257,-30.6821640669211,480.0,1.4,5.0,3.0,6.0,1.52,1,Durum Wheat - Lentil - Barley
66739,150.005664038373,-30.7276338729086,1075.0,1.6,2.0,2.0,6.4,2.25,1,Durum Wheat - Lentil - Barley
82284,151.726642831868,-30.9425217136626,1075.0,0.5,3.0,2.0,5.0,2.76,3,Wheat - Canola - Field Pea
82283,152.923060850169,-30.9357320219131,0.0,4.4,1.0,1.0,3.6,9.97,2,Barley - Chickpea - Wheat
71487,150.413141793015,-30.8485647471692,330.0,1.4,3.0,2.0,6.4,3.5,1,Durum Wheat - Lentil - Barley
102516,148.1769894,-31.22205913,197.0,1.5,4.0,2.0,9.2,1.1,1,Durum Wheat - Lentil - Barley
66730,150.166924846062,-30.5889308327037,197.0,0.45,4.0,3.0,5.8,1.75,1,Durum Wheat - Lentil - Barley
69234,150.477650864003,-30.8601024405764,375.0,0.8,5.0,3.0,6.4,0.94,1,Durum Wheat - Lentil - Barley
31138,150.148572656341,-30.8619882150843,250.0,1.2,2.0,2.0,5.4,2.4,0,Oats - Lupin - Pasture
69220,150.331315974698,-30.7555608524037,460.0,0.4,4.0,3.0,5.8,0.56,1,Durum Wheat - Lentil - Barley
71457,150.45412965863,-30.666502931665,472.0,1.7,4.0,3.0,6.7,1.35,1,Durum Wheat - Lentil - Barley
31125,150.036028602676,-30.9278481173755,305.0,1.3,2.0,1.0,5.2,0.26,0,Oats - Lupin - Pasture
71688,150.341256190502,-30.8519420941681,308.0,1.4,3.0,2.0,5.8,3.04,1,Durum Wheat - Lentil - Barley
71128,150.173264378639,-30.9810643239316,351.0,1.1,4.0,3.0,6.6,1.98,1,Durum Wheat - Lentil - Barley
31136,150.151365598839,-30.8612201958415,250.0,1.25,3.0,2.0,7.2,3.18,1,Durum Wheat - Lentil - Barley
31129,150.059009433797,-30.9377779867492,280.0,1.45,4.0,2.0,5.5,2.02,0,Oats - Lupin - Pasture
31123,150.009859045293,-30.9882113600335,318.0,1.5,3.0,2.0,6.9,2.51,1,Durum Wheat - Lentil - Barley
69472,150.276091552731,-30.7960692984993,275.0,1.4,3.0,2.0,6.4,1.85,1,Durum Wheat - Lentil - Barley
71279,150.423318423067,-30.9139577214357,317.0,1.2,4.0,3.0,7.8,2.3,1,Durum Wheat - Lentil - Barley
69469,150.20592934428,-30.8379258098765,257.0,1.1,2.0,1.0,6.0,3.1,1,Durum Wheat - Lentil - Barley
31134,150.102744317538,-30.8546575262488,253.0,1.2,2.0,2.0,6.7,1.12,1,Durum Wheat - Lentil - Barley
67172,150.297958619129,-30.5972300278909,475.0,0.9,6.0,3.0,5.0,1.34,0,Oats - Lupin - Pasture
69460,150.070306020386,-30.9786150058779,340.0,0.8,4.0,3.0,6.0,3.96,1,Durum Wheat - Lentil - Barley
31127,150.070139410085,-30.946733923629,290.0,1.5,4.0,3.0,5.5,0.83,0,Oats - Lupin - Pasture
71890,150.038732597757,-30.6569815299059,330.0,0.3,6.0,4.0,6.4,1.89,1,Durum Wheat - Lentil - Barley
67148,150.277220127232,-30.605519200867,378.0,0.3,5.0,3.0,5.9,0.66,1,Durum Wheat - Lentil - Barley
22446,150.26868782636,-30.944817452631,378.0,0.9,3.0,2.0,6.6,2.18,1,Durum Wheat - Lentil - Barley
71477,150.334435875289,-30.97842409682,276.0,1.2,3.0,3.0,5.8,2.85,1,Durum Wheat - Lentil - Barley
71273,150.089396511582,-30.715003338786,261.0,1.3,2.0,2.0,6.3,2.76,1,Durum Wheat - Lentil - Barley
71691,150.39298315203,-30.774872616812,345.0,1.5,4.0,3.0,6.6,3.75,1,Durum Wheat - Lentil - Barley
71271,150.317737871405,-30.8706573081408,298.0,1.3,3.0,2.0,5.3,2.47,0,Oats - Lupin - Pasture
71125,150.162971968697,-30.9535852556805,304.0,1.2,4.0,3.0,5.6,1.55,0,Oats - Lupin - Pasture
69770,150.031349500531,-30.7930348311748,265.0,1.65,3.0,2.0,7.2,1.09,1,Durum Wheat - Lentil - Barley
71484,150.400348056332,-30.8524218377338,302.0,3.7,3.0,2.0,8.1,2.29,2,Barley - Chickpea - Wheat
69461,150.293494927132,-30.9147944278774,264.0,1.1,3.0,2.0,6.8,3.9,1,Durum Wheat - Lentil - Barley
67156,150.139508123561,-30.931975403246,281.0,1.2,4.0,2.0,7.4,1.99,1,Durum Wheat - Lentil - Barley
69249,150.409150803656,-30.6121293135133,690.0,0.7,5.0,4.0,7.2,2.98,1,Durum Wheat - Lentil - Barley
71130,150.177395129977,-30.9740842386056,328.0,1.4,4.0,3.0,6.4,1.51,1,Durum Wheat - Lentil - Barley
82166,145.783846005526,-30.627932959212,157.0,0.25,4.0,2.0,4.5,0.61,0,Oats - Lupin - Pasture
69467,150.201296905897,-30.8038087824646,253.0,1.4,1.0,1.0,5.5,3.11,0,Oats - Lupin - Pasture
69247,150.427497585895,-30.6202421817016,560.0,1.8,4.0,2.0,5.4,1.57,2,Barley - Chickpea - Wheat
82200,150.791970929925,-31.1692437300147,480.0,0.5,4.0,2.0,5.0,1.25,0,Oats - Lupin - Pasture
69254,150.405651018852,-30.6240913580062,610.0,0.25,6.0,3.0,6.5,0.59,1,Durum Wheat - Lentil - Barley
31143,150.183237172831,-30.7316497946499,260.0,1.2,1.0,1.0,7.5,1.61,1,Durum Wheat - Lentil - Barley
67150,150.145195615924,-30.9116573792931,255.0,1.3,3.0,2.0,6.3,1.64,1,Durum Wheat - Lentil - Barley
71859,150.353974459691,-30.5792797125314,586.0,0.7,6.0,3.0,6.7,0.65,1,Durum Wheat - Lentil - Barley
67151,150.145896717861,-30.9173003674833,258.0,1.4,4.0,2.0,6.6,1.65,1,Durum Wheat - Lentil - Barley
69470,150.264782009747,-30.8135974232004,270.0,1.4,3.0,2.0,8.8,0.78,1,Durum Wheat - Lentil - Barley
71277,150.420073473955,-30.9124947382788,330.0,0.25,5.0,3.0,6.2,2.29,1,Durum Wheat - Lentil - Barley
69449,150.035124526079,-30.9215781012234,310.0,0.55,5.0,3.0,5.4,1.97,0,Oats - Lupin - Pasture
69453,150.035732339962,-30.9696191747724,290.0,0.55,3.0,2.0,7.0,2.27,1,Durum Wheat - Lentil - Barley
69459,150.072901988338,-30.9789529913926,360.0,0.25,4.0,3.0,5.8,2.28,0,Oats - Lupin - Pasture
66740,150.11869072129,-30.6905600481682,360.0,0.6,1.0,1.0,6.3,3.13,1,Durum Wheat - Lentil - Barley
80944,152.899795404161,-31.0314436563686,3.0,0.55,4.0,3.0,5.5,4.0,0,Oats - Lupin - Pasture
82240,153.024304435612,-30.9275955474997,0.0,1.8,1.0,1.0,5.5,13.03,0,Oats - Lupin - Pasture
71466,150.059419729035,-30.5945244385022,258.0,1.3,2.0,2.0,6.8,3.16,1,Durum Wheat - Lentil - Barley
82282,152.95964554739,-30.9870820459371,1.0,1.6,2.0,1.0,4.6,9.19,0,Oats - Lupin - Pasture
69226,150.426687909639,-30.7337690830985,415.0,0.7,6.0,4.0,7.6,1.68,1,Durum Wheat - Lentil - Barley
82236,152.99160391379,-31.0646514100041,415.0,1.7,1.0,1.0,4.2,2.6,0,Oats - Lupin - Pasture
31786,150.016910450923,-30.8967661253912,300.0,1.2,5.0,3.0,6.8,0.76,1,Durum Wheat - Lentil - Barley
66747,150.188134180776,-30.7402687753183,300.0,1.6,4.0,3.0,5.2,1.83,0,Oats - Lupin - Pasture
82288,151.660555873792,-30.7186244546746,1024.0,0.5,3.0,3.0,5.4,2.4,3,Wheat - Canola - Field Pea
31131,150.096907439162,-30.8569075723887,263.0,0.55,4.0,3.0,5.8,1.3,1,Durum Wheat - Lentil - Barley
82209,150.797363833574,-31.2212633701155,500.0,0.5,4.0,3.0,5.6,1.38,0,Oats - Lupin - Pasture
82189,146.587134437309,-30.0503105629938,111.0,0.5,5.0,3.0,8.0,0.38,1,Durum Wheat - Lentil - Barley
69242,150.382284411818,-30.523861619259,580.0,0.75,5.0,2.0,6.3,1.42,1,Durum Wheat - Lentil - Barley
69213,150.491697790961,-30.5643576874207,675.0,1.6,2.0,1.0,6.7,2.57,1,Durum Wheat - Lentil - Barley
94299,149.835652687096,-30.1480222559732,245.0,1.2,3.0,2.0,6.9,2.82,1,Durum Wheat - Lentil - Barley
82139,149.856288772732,-35.4962384517948,245.0,0.5,4.0,3.0,4.5,2.69,0,Oats - Lupin - Pasture
71463,150.057961457694,-30.5620624904802,270.0,0.12,6.0,4.0,6.6,3.45,1,Durum Wheat - Lentil - Barley
95235,149.52751479,-30.39438644,270.0,0.9,4.0,3.0,4.9,2.0,0,Oats - Lupin - Pasture
95285,149.63063086,-30.46015682,355.0,1.1,4.0,3.0,6.3,1.4,1,Durum Wheat - Lentil - Barley
82076,150.652098828213,-29.7985414374248,355.0,0.5,4.0,3.0,5.4,1.39,0,Oats - Lupin - Pasture
71469,150.431193689729,-30.5374902074336,711.0,1.4,1.0,2.0,6.2,4.8,1,Durum Wheat - Lentil - Barley
82078,150.801796075818,-29.7905798366919,400.0,0.5,3.0,3.0,6.0,1.96,1,Durum Wheat - Lentil - Barley
82073,150.641470960292,-29.7934898211401,340.0,0.5,4.0,3.0,6.3,4.27,1,Durum Wheat - Lentil - Barley
95273,149.52801525,-30.42388932,340.0,1.0,2.0,3.0,6.3,1.3,1,Durum Wheat - Lentil - Barley
71851,150.231693079354,-30.520620549377,331.0,1.3,4.0,3.0,6.4,1.53,1,Durum Wheat - Lentil - Barley
94292,149.618912850659,-30.1056806215755,196.0,1.2,3.0,2.0,7.3,2.95,1,Durum Wheat - Lentil - Barley
82077,150.809752782955,-29.7847396950188,440.0,0.5,3.0,3.0,5.3,2.85,0,Oats - Lupin - Pasture
82088,150.672868994807,-29.8123322963766,440.0,0.5,5.0,4.0,5.4,6.42,0,Oats - Lupin - Pasture
82083,150.681786466555,-29.8199315220502,541.0,0.5,5.0,3.0,6.7,5.4,1,Durum Wheat - Lentil - Barley
71858,150.355287376625,-30.5727767210107,541.0,0.65,4.0,2.0,5.7,1.27,0,Oats - Lupin - Pasture
95226,149.64740764,-30.34352203,541.0,0.95,4.0,3.0,6.3,1.2,1,Durum Wheat - Lentil - Barley
95243,149.64297863,-30.51099212,541.0,1.0,3.0,2.0,5.0,2.9,0,Oats - Lupin - Pasture
82082,150.684837802869,-29.8177117311736,702.0,0.5,5.0,3.0,6.2,3.54,1,Durum Wheat - Lentil - Barley
71493,150.428753577555,-30.5237232522656,702.0,1.4,2.0,1.0,5.8,1.02,1,Durum Wheat - Lentil - Barley
95236,149.65126356,-30.41816002,702.0,0.9,3.0,3.0,7.5,2.4,1,Durum Wheat - Lentil - Barley
93926,149.409691097839,-30.2135124333938,195.0,1.2,3.0,2.0,7.1,2.97,1,Durum Wheat - Lentil - Barley
93954,149.266011454142,-30.1638545735217,186.0,1.2,3.0,2.0,6.0,3.94,1,Durum Wheat - Lentil - Barley
95283,149.559746,-30.44330318,186.0,1.0,3.0,3.0,4.3,1.5,0,Oats - Lupin - Pasture
82074,150.6411613073,-29.8013957019232,188.0,0.5,3.0,3.0,5.4,1.77,0,Oats - Lupin - Pasture
94308,149.55312327728,-29.8751055930767,188.0,1.2,3.0,2.0,7.1,1.57,1,Durum Wheat - Lentil - Barley
71853,150.224492228292,-30.5228935894665,331.0,1.4,3.0,2.0,6.4,2.4,1,Durum Wheat - Lentil - Barley
93914,149.667485708322,-30.2494295186359,204.0,1.21,3.0,2.0,5.1,2.35,0,Oats - Lupin - Pasture
82080,150.796756987312,-29.7873744793878,390.0,0.5,4.0,3.0,6.3,1.28,1,Durum Wheat - Lentil - Barley
95282,149.50897897,-30.45597929,390.0,1.0,4.0,3.0,4.3,1.2,0,Oats - Lupin - Pasture
82086,150.668864579721,-29.8070294624356,395.0,0.45,4.0,3.0,6.1,1.33,1,Durum Wheat - Lentil - Barley
82190,147.346073972363,-30.1286456023474,121.0,0.5,4.0,3.0,7.1,1.55,1,Durum Wheat - Lentil - Barley
82204,150.814152692293,-31.1634979120737,480.0,0.5,3.0,3.0,4.8,0.95,0,Oats - Lupin - Pasture
95261,149.5603094,-30.39076188,480.0,1.1,5.0,4.0,5.0,0.8,0,Oats - Lupin - Pasture
71854,150.082209418104,-30.491771464236,281.0,1.4,4.0,3.0,5.9,2.28,1,Durum Wheat - Lentil - Barley
82087,150.669195564645,-29.809705539785,281.0,0.55,5.0,3.0,6.2,3.11,1,Durum Wheat - Lentil - Barley
69221,150.332341935187,-30.754337835951,445.0,0.65,4.0,2.0,6.5,3.94,1,Durum Wheat - Lentil - Barley
82085,150.640740230499,-29.8003868533997,445.0,0.5,4.0,3.0,5.2,3.32,0,Oats - Lupin - Pasture
71476,150.340872684952,-30.9739210711194,288.0,1.0,4.0,3.0,6.8,3.52,1,Durum Wheat - Lentil - Barley
95237,149.6658882,-30.420189,288.0,1.0,4.0,3.0,4.6,2.5,0,Oats - Lupin - Pasture
71889,150.038132609538,-30.6571485356779,370.0,0.13,5.0,4.0,5.8,5.92,0,Oats - Lupin - Pasture
67173,150.297223621216,-30.5959340357075,455.0,0.3,3.0,3.0,4.1,5.26,0,Oats - Lupin - Pasture
69256,150.405545051511,-30.6264973625913,590.0,0.65,5.0,3.0,6.1,0.81,1,Durum Wheat - Lentil - Barley
82292,151.68445407181,-30.8809556516209,1090.0,0.5,2.0,2.0,4.5,1.55,3,Wheat - Canola - Field Pea
96545,148.97918208,-31.23813958,661.0,0.1,3.0,3.0,5.6,2.08,0,Oats - Lupin - Pasture
69253,150.406533087741,-30.6308913557272,560.0,0.65,5.0,3.0,6.2,1.58,1,Durum Wheat - Lentil - Barley
82290,151.659927936981,-30.7247622446969,1028.0,0.45,4.0,3.0,4.5,1.43,3,Wheat - Canola - Field Pea
22443,150.430084187602,-30.8216285669513,1028.0,1.2,4.0,2.0,6.6,2.45,1,Durum Wheat - Lentil - Barley
31782,150.004403242968,-30.8796682624581,280.0,0.7,5.0,3.0,7.1,1.34,1,Durum Wheat - Lentil - Barley
96477,148.98844132,-31.23813198,688.0,0.4,4.0,3.0,7.7,5.92,1,Durum Wheat - Lentil - Barley
82294,151.663053484931,-30.7200125916835,1010.0,0.5,3.0,3.0,6.2,4.02,3,Wheat - Canola - Field Pea
31132,150.098481389464,-30.8553195577406,260.0,0.9,4.0,3.0,5.4,2.03,0,Oats - Lupin - Pasture
69218,150.38221805798,-30.8982870110181,665.0,0.22,2.0,3.0,6.4,1.78,1,Durum Wheat - Lentil - Barley
101138,148.50602932,-36.35821632,1581.0,0.75,4.0,3.0,5.3,13.59,3,Wheat - Canola - Field Pea
71891,150.039286585044,-30.6565885248727,290.0,0.7,5.0,3.0,6.8,2.42,1,Durum Wheat - Lentil - Barley
71848,150.500644853443,-30.7506297039723,395.0,0.55,3.0,2.0,6.1,3.88,1,Durum Wheat - Lentil - Barley
69237,150.448972719359,-30.8131363999833,460.0,1.0,5.0,4.0,6.7,1.61,1,Durum Wheat - Lentil - Barley
82285,151.684503908104,-30.8757773802368,1095.0,0.5,2.0,2.0,4.5,4.25,3,Wheat - Canola - Field Pea
71453,150.446618787712,-30.5802930480358,709.0,1.4,3.0,2.0,5.5,3.45,0,Oats - Lupin - Pasture
66745,150.193579910248,-30.72241372315,709.0,1.6,1.0,1.0,7.2,0.84,1,Durum Wheat - Lentil - Barley
82210,150.797608379779,-31.219770271347,500.0,0.5,3.0,2.0,6.5,4.37,1,Durum Wheat - Lentil - Barley
71479,150.395292283612,-30.8681118781805,310.0,1.0,1.0,1.0,6.7,2.13,1,Durum Wheat - Lentil - Barley
90251,152.604198274131,-31.1739711214647,300.0,0.55,5.0,3.0,5.1,6.71,0,Oats - Lupin - Pasture
88984,146.317293411811,-30.7640108735545,150.0,0.4,4.0,3.0,4.3,0.88,0,Oats - Lupin - Pasture
67159,150.053941809903,-30.9542820438978,285.0,1.4,3.0,3.0,6.8,1.22,1,Durum Wheat - Lentil - Barley
95238,149.50995719,-30.43362755,285.0,1.0,3.0,3.0,4.0,1.2,0,Oats - Lupin - Pasture
88992,143.898769782897,-29.8581763080428,138.0,0.5,4.0,3.0,3.9,0.59,0,Oats - Lupin - Pasture
95240,149.59967957,-30.42611592,138.0,0.95,4.0,3.0,5.8,6.1,1,Durum Wheat - Lentil - Barley
94311,149.141997849845,-30.2508459790269,165.0,1.2,3.0,2.0,7.5,2.25,1,Durum Wheat - Lentil - Barley
82079,150.81220155318,-29.783896142269,460.0,0.5,5.0,3.0,6.9,6.35,1,Durum Wheat - Lentil - Barley
82160,148.319482094755,-29.7780373757837,137.0,0.5,4.0,3.0,8.1,1.4,1,Durum Wheat - Lentil - Barley
95289,149.60533234,-30.48169806,137.0,1.0,3.0,3.0,6.15,1.16,1,Durum Wheat - Lentil - Barley
89664,146.377719298065,-35.7180387114347,187.0,0.55,4.0,3.0,4.2,0.92,0,Oats - Lupin - Pasture
82081,150.680498414052,-29.8183662978793,440.0,0.5,5.0,3.0,5.7,1.79,0,Oats - Lupin - Pasture
82075,150.668139830908,-29.8052756040989,440.0,0.5,3.0,3.0,7.4,1.83,1,Durum Wheat - Lentil - Barley
71852,150.230362108815,-30.5212685564983,332.0,1.4,3.0,2.0,5.4,1.14,0,Oats - Lupin - Pasture
95284,149.60574921,-30.45669697,332.0,1.0,3.0,2.0,6.0,1.2,1,Durum Wheat - Lentil - Barley
95225,149.55759367,-30.33162793,4.0,0.9,4.0,3.0,4.1,1.6,0,Oats - Lupin - Pasture
80629,152.906776759116,-31.0178419243356,4.0,0.6,5.0,2.0,5.5,1.09,0,Oats - Lupin - Pasture
82202,150.783759032653,-31.1736756119496,4.0,0.5,4.0,3.0,5.9,1.41,1,Durum Wheat - Lentil - Barley
69476,150.298217652409,-30.9799972865316,265.0,0.35,4.0,2.0,6.1,3.84,1,Durum Wheat - Lentil - Barley
71275,150.091196475961,-30.7144853250027,263.0,1.3,2.0,2.0,6.2,3.38,1,Durum Wheat - Lentil - Barley
71369,150.043094505,-30.9280370751306,332.0,0.55,5.0,3.0,5.6,1.09,0,Oats - Lupin - Pasture
82289,151.674391630918,-30.7286370502788,1013.0,0.5,4.0,3.0,4.6,2.56,3,Wheat - Canola - Field Pea
82207,150.814280231468,-31.1593148318334,480.0,0.5,4.0,2.0,6.4,1.97,1,Durum Wheat - Lentil - Barley
80942,152.900141641617,-31.0310108123029,2.0,0.55,4.0,3.0,5.1,1.07,0,Oats - Lupin - Pasture
82286,151.728141103413,-30.9432041111954,1175.0,0.5,2.0,1.0,5.3,1.34,3,Wheat - Canola - Field Pea
71325,150.434155599975,-30.8681036422387,364.0,1.3,4.0,3.0,6.0,1.49,1,Durum Wheat - Lentil - Barley
82205,150.794145035885,-31.2206669928744,510.0,0.5,5.0,3.0,6.6,3.28,1,Durum Wheat - Lentil - Barley
69233,150.477574899984,-30.8622294502807,350.0,0.75,6.0,4.0,7.8,5.07,1,Durum Wheat - Lentil - Barley
31128,150.058761448496,-30.9383769892594,280.0,1.4,3.0,2.0,5.9,2.49,1,Durum Wheat - Lentil - Barley
71129,150.175348250415,-30.9774572791203,342.0,1.4,4.0,3.0,5.6,1.59,0,Oats - Lupin - Pasture
66732,150.163119565574,-30.651813807972,342.0,0.7,4.0,3.0,6.8,4.67,1,Durum Wheat - Lentil - Barley
69458,150.074130974186,-30.9791609847242,360.0,0.05,3.0,3.0,5.8,2.31,0,Oats - Lupin - Pasture
90250,152.599755971389,-31.1598004741369,247.0,0.45,5.0,3.0,4.1,4.69,0,Oats - Lupin - Pasture
82201,150.787245672512,-31.1721571486061,247.0,0.5,4.0,2.0,5.8,1.71,1,Durum Wheat - Lentil - Barley
89360,152.789035246131,-30.8951403096428,88.0,0.5,4.0,2.0,4.5,7.81,0,Oats - Lupin - Pasture
80299,153.443800742032,-28.8080831648583,88.0,0.1,3.0,2.0,6.17,6.1,1,Durum Wheat - Lentil - Barley
71649,152.761318989005,-28.9565662521395,220.0,0.9,4.0,3.0,6.6,2.11,1,Durum Wheat - Lentil - Barley
81834,145.044522877843,-35.3837021704407,90.0,0.5,2.0,1.0,6.6,2.1,1,Durum Wheat - Lentil - Barley
80171,153.4481327467,-28.8720092834591,90.0,0.1,3.0,3.0,5.75,3.165,0,Oats - Lupin - Pasture
101197,148.47689599,-35.64255393,1072.0,0.42,4.0,3.0,4.9,4.23,3,Wheat - Canola - Field Pea
101234,148.54610018,-35.69979846,1330.0,0.3,5.0,4.0,5.3,7.12,3,Wheat - Canola - Field Pea
89285,150.409316064196,-35.4026095838622,30.0,0.55,4.0,3.0,4.0,1.08,0,Oats - Lupin - Pasture
80304,153.445629730154,-28.8116334136981,30.0,0.1,3.0,2.0,5.24,6.48,0,Oats - Lupin - Pasture
71651,152.796107763742,-28.6786277804633,140.0,0.75,3.0,3.0,5.6,4.9,0,Oats - Lupin - Pasture
101188,148.42497247,-35.67161459,1089.0,1.0,3.0,2.0,6.0,5.87,3,Wheat - Canola - Field Pea
94389,150.072095489092,-28.7054306597448,210.0,1.2,3.0,2.0,7.3,1.45,1,Durum Wheat - Lentil - Barley
82130,151.219772110351,-29.6719516295211,694.0,0.5,4.0,3.0,6.9,1.45,1,Durum Wheat - Lentil - Barley
82123,151.18132044728,-29.9444158928853,783.0,0.4,4.0,2.0,4.6,0.65,0,Oats - Lupin - Pasture
88987,143.898975700448,-29.8928224853563,134.0,0.5,4.0,3.0,4.6,0.78,0,Oats - Lupin - Pasture
82307,149.258182463084,-36.7538365841036,895.0,0.6,4.0,2.0,5.6,3.63,3,Wheat - Canola - Field Pea
101137,148.26045694,-36.52495471,1610.0,0.32,4.0,3.0,4.5,15.31,3,Wheat - Canola - Field Pea
101399,148.4450903,-35.64454456,1096.0,0.8,4.0,3.0,4.7,4.2,3,Wheat - Canola - Field Pea
81829,145.043631248716,-35.4137711312032,92.0,0.5,2.0,1.0,5.9,1.74,1,Durum Wheat - Lentil - Barley
82161,148.320290594468,-29.7781646604554,136.0,0.5,4.0,3.0,7.2,0.88,1,Durum Wheat - Lentil - Barley
101202,148.49316349,-35.71957956,1107.0,0.95,4.0,3.0,5.9,6.13,3,Wheat - Canola - Field Pea
81839,145.507627206896,-35.5785511585728,115.0,0.5,4.0,2.0,5.7,1.23,0,Oats - Lupin - Pasture
71491,150.423989625788,-30.5206802950957,727.0,0.15,4.0,2.0,5.1,2.98,0,Oats - Lupin - Pasture
89659,146.68990617681,-35.3661314373551,178.0,0.5,4.0,2.0,4.7,6.13,0,Oats - Lupin - Pasture
82188,146.34918076683,-30.0042720248689,107.0,0.5,4.0,3.0,6.8,0.6,1,Durum Wheat - Lentil - Barley
71465,150.048166658302,-30.5661785391101,250.0,1.2,4.0,2.0,7.2,1.44,1,Durum Wheat - Lentil - Barley
101206,148.65296314,-35.723287,1248.0,0.9,4.0,3.0,5.5,3.8,3,Wheat - Canola - Field Pea
81101,152.965622448453,-29.8382242071721,42.0,0.5,3.0,2.0,4.7,2.1,0,Oats - Lupin - Pasture
95256,149.62125025,-30.36909644,42.0,1.0,4.0,3.0,6.7,2.2,1,Durum Wheat - Lentil - Barley
69244,150.397622277086,-30.5393934760652,805.0,0.2,5.0,3.0,5.6,0.63,0,Oats - Lupin - Pasture
82126,151.44229048504,-29.7808142212869,786.0,0.5,4.0,3.0,6.5,1.9,1,Durum Wheat - Lentil - Barley
95224,149.49042521,-30.3260067,786.0,0.8,4.0,3.0,6.7,0.5,1,Durum Wheat - Lentil - Barley
95262,149.56803618,-30.39181875,786.0,1.1,4.0,3.0,5.9,2.3,1,Durum Wheat - Lentil - Barley
95247,149.58790374,-30.33558622,718.0,1.1,3.0,3.0,5.1,1.1,0,Oats - Lupin - Pasture
82121,150.948753982675,-30.034853267291,718.0,0.5,5.0,3.0,4.8,0.9,0,Oats - Lupin - Pasture
82124,151.442371950725,-29.779560954958,784.0,0.5,4.0,2.0,6.7,3.36,1,Durum Wheat - Lentil - Barley
101250,148.62190074,-35.70763566,1324.0,0.35,6.0,4.0,4.6,5.3,3,Wheat - Canola - Field Pea
88985,146.545724125972,-30.5577499017287,203.0,0.4,4.0,3.0,4.6,0.83,0,Oats - Lupin - Pasture
95266,149.64373387,-30.39827185,203.0,0.8,3.0,3.0,4.2,2.0,0,Oats - Lupin - Pasture
88982,145.879394143145,-30.5193337493866,128.0,0.5,4.0,3.0,5.1,0.72,0,Oats - Lupin - Pasture
81099,152.970281576987,-29.8351027450647,56.0,0.5,4.0,2.0,4.7,1.51,0,Oats - Lupin - Pasture
88988,143.990583282815,-29.715255704985,121.0,0.5,4.0,3.0,4.5,0.67,0,Oats - Lupin - Pasture
88989,143.77034461997,-29.7300355977284,153.0,0.5,4.0,3.0,4.8,0.76,0,Oats - Lupin - Pasture
82129,151.223706058216,-29.6861973310575,719.0,0.5,4.0,3.0,6.1,2.17,1,Durum Wheat - Lentil - Barley
82122,150.947374337181,-30.0303569988065,710.0,0.5,5.0,4.0,5.5,2.4,0,Oats - Lupin - Pasture
95269,149.64017804,-30.41730248,710.0,0.95,2.0,2.0,4.2,2.0,0,Oats - Lupin - Pasture
82084,150.691063698474,-29.8060932482674,666.0,0.5,2.0,3.0,6.5,1.56,1,Durum Wheat - Lentil - Barley
82152,151.010032822399,-29.7289291543343,666.0,0.5,4.0,3.0,5.4,4.32,0,Oats - Lupin - Pasture
71856,150.352448367577,-30.5664057505194,486.0,0.6,4.0,3.0,5.2,1.7,0,Oats - Lupin - Pasture
82116,151.182975205747,-29.9457108812281,798.0,0.5,5.0,4.0,5.1,1.52,0,Oats - Lupin - Pasture
82163,148.334416231285,-29.7770663470434,138.0,0.5,4.0,3.0,6.3,0.94,1,Durum Wheat - Lentil - Barley
101156,148.39025184,-36.28776397,1890.0,0.3,4.0,3.0,3.9,19.05,3,Wheat - Canola - Field Pea
89061,149.652078797206,-35.5838364667589,750.0,0.7,3.0,3.0,4.9,1.58,0,Oats - Lupin - Pasture
95274,149.54130699,-30.42593112,750.0,0.6,4.0,3.0,7.2,1.8,1,Durum Wheat - Lentil - Barley
69239,150.395451072916,-30.5141775281137,505.0,1.5,6.0,3.0,6.3,4.43,1,Durum Wheat - Lentil - Barley
95231,149.53524759,-30.37312129,505.0,1.0,3.0,3.0,6.4,1.1,1,Durum Wheat - Lentil - Barley
82164,148.305662149953,-29.770035167523,144.0,0.5,5.0,4.0,6.5,1.15,1,Durum Wheat - Lentil - Barley
101157,148.41989043,-36.34963462,1359.0,0.36,4.0,3.0,4.5,6.82,3,Wheat - Canola - Field Pea
95241,149.6789342,-30.44933332,1359.0,0.9,3.0,2.0,6.1,0.7,3,Wheat - Canola - Field Pea
94290,149.606383322558,-30.1365611350003,199.0,1.2,3.0,2.0,7.3,2.08,1,Durum Wheat - Lentil - Barley
69245,150.405752266061,-30.5530303986148,740.0,0.9,2.0,2.0,6.0,3.05,1,Durum Wheat - Lentil - Barley
71488,150.435141647859,-30.5394891734539,706.0,1.4,3.0,2.0,6.1,2.44,1,Durum Wheat - Lentil - Barley
101243,148.59214204,-35.76967016,1255.0,0.25,6.0,4.0,6.699999999999999,4.52,3,Wheat - Canola - Field Pea
93950,149.049107895529,-30.1011774875482,169.0,1.2,3.0,2.0,7.3,6.6,1,Durum Wheat - Lentil - Barley
82191,146.197798725372,-30.4121282885683,115.0,0.5,4.0,3.0,4.4,0.67,0,Oats - Lupin - Pasture
95233,149.50925781,-30.3916719,115.0,1.0,4.0,3.0,5.9,2.5,1,Durum Wheat - Lentil - Barley
